Name,Description,Price,Image
Pure Protein - Chocolate Peanut Butter Protein Bars 6 Boxes,"PureProteinchocolatepeanutbutterisapureparadiseforpeanutbutterloversandanyonewhowantstoeatwellonthego.Keeponecloseathandbecauseyouneverknowwhentemptationislurking.PureProteinchocolatepeanutbutterbars,20gramsofproteinnevertastedsoheavenly.Features:20gramsofproteinperbar2gramsofsugarperbarGlutenfreeGreattasteIngredients:Peanutflour,glycerin,gelatin,maltitolsyrup,wheyproteinconcentrate,water,maltitol,peanuts,modifiedpalmoil,wheyproteinisolate,collagen,peanutoil,sugar,flavour,tapiocastarch,cocoa,salt,sucralose(17mg/50gbar),soylecithin,almondbutter,milkproteinisolateContainsmilk,soy,peanuts,sulfitesandalmondsMaycontaincashewsandsesameseedsNutritionFacts(per50g(1.7oz.)bar):Calories200Amount%dailyvalueFat6g/10%Saturated3g/15%+Trans0.1gCholesterol10mgSodium200mg/8%Carbohydrate16g/5%Fiber1g/5%Sugars2gSugarAlcohols6gProtein20g%dailyvalue:vitaminA2%,vitaminC0%,calcium10%,iron10%",44.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=520102-894&recipeName=470
Smart for Life Luckybar Chocolate Campfire Protein Bars,"Luckybaristheall-naturalproteinbardesignedspecificallyforkids(butlovedbyall!).Luckybarsarehighinproteinandlowinsugar!Kidsneedproteintohelpthemgrowanddotheirbestinschool,play,sportsandallactivities.KeepthemnourishedwithdeliciousandnutritiousLuckybars.Fullofdeliciouschocolateandmarshmallow,withagreatcampfiredesign,thisisaproteinbaryourkidswilllove.EachLuckybarhas13gofprotein,whichismoreproteinthan2largeeggs.Lowinsugar.ChocolateCampfireLuckybaronlyhas7gofsugar.Features:AllnaturalNon-GMOGlutenfreeNoartificialcoloursorpreservatives18-monthshelflifefrominnovativepackagingsystemSizedjustrightforsmallhandsandbelliesGreatforbreakfast,lunch,snacksoron-the-goFunstickersincludedineverybox!KidslovethefunpackagingwiththeLuckykidsroastingmarshmallowsatacampsiteTastesgreatDeliciouschocolateandmarshmallowCoatedindecadentchocolateEachbarweighs36g",79.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1180894-894&recipeName=470
Pure Protein - Chocolate Chip Protein Bars 6 Boxes,"PureProteinchewychocolatechipbarsareagreatchoiceforanybodywholikestolickthespoon.Keeponecloseathandbecauseyouneverknowwheretemptationislurking.PureProteinchewychocolatechipbars,20gramsofproteinnevertastedsoheavenly.Features:PureProtein®20gramsofprotein3gramsofsugarGlutenfreeGreattasteIngredients:Glycerin,soyproteinisolate,gelatin,wheyproteinconcentrate,maltitolsyrup,water,maltodextrin,wheyproteinisolate,maltitol,modifiedpalmoil,sugar,milkproteinisolate,collagen,canolaoil,flavour,wholemilkpowder,chocolateliquor,tapiocastarch,cocoa,cocoabutter,cocoaextract,fructose,soylecithin,sucralose(16mg/50gbar),milkfat,vanilla,xanthangumpowder,salt,peanutflour,almondbutterContainsmilk,soy,sulfites,almondsandpeanutsMaycontainsesameseedsandcashewsNutritionFacts(per50g(1.7oz.)bar):Calories200Amount/%dailyvalueCarbohydrate18g/6%Fiber2g/8%Sugars3gSugaralcohols5gProtein20gFat5g/8%Saturated3g/16%+Trans0.1gCholesterol15mgSodium110mg/5%%dailyvalue:vitaminA2%,vitaminC0%,calcium15%,iron10%",44.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=520100-894&recipeName=470
Premier Protein Shake - Chocolate 2 x 18 bottles,"ThisitemmaycurrentlybeinstockatyourlocalCostcowarehouseforimmediatepurchaseatacashandcarryprice.Protein,protein,protein.PremierProtein®lovesproteinbecauseitisessentialforahealthyandactivelife.Butgettingenoughishard,especiallyproteinthatdoesn’tcomewithtoomanycaloriesortoomuchfat.That’swhytheymakedelicious,essentialproteinthatcurbshungerandfuelsyourenergyforwhateveryoulovetodo.PremierProtein®325ml(11oz.)shakescomeinconvenient,shelf-stableandenvironmentallyfriendlyTetraPakcartons.Eachshakecontains30gramsofprotein,1gramofsugar,andjust160calories.Features30gramsofprotein,includingalloftheessentialaminoacids24vitaminsandmineralsAnexcellentsourceofcalciumJust160caloriesLowinfatandonlyonegramofsugar36x325mlManuals,Information&GuidesNutritionInformation",75.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1259187-894&recipeName=470
Pure Protein - Chocolate Deluxe Protein Bars 6 Boxes,"Formanyofus,chocolateisheaven.WiththePureProteinchocolatedeluxebarsyougetalltheflavourofchocolatewithoutallofthesugar.PureProteinchocolatedeluxebarsareaperfecton-the-gosnackforanyactiveandhealthylifestyle.Features:PureProtein®21gramsofproteinperbar3gramsofsugarperbarGlutenfreeGreattasteIngredients:Milkproteinisolate,glycerin,gelatin,cocoa,water,wheyproteinconcentrate,maltitol,wheyproteinisolate,maltitolsyrup,modifiedpalmoil,sugar,collagen,wholemilkpowder,chocolateliquor,flavour,peanutflour,cocoabutter,soylecithin,sucralose(17mg/50gbar),milkfat,cocoaextract,fructose,vanilla,almondbutterContainsmilk,soy,sulfites,peanutsandalmondsMaycontainsesameseedsandcashewsNutritionFacts:Per1bar50g(1.7oz.)Amount%dailyvalueCalories180Fat4.5g/7%Saturated3g/16%+Trans0.1gCholesterol10mgSodium85mg/4%Carbohydrate17g/6%Fiber2g/8%Sugars3gSugarAlcohols4gProtein21g%dailyvalue:vitaminA2%,vitaminC0%,calcium12%,iron15%",44.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=520101-894&recipeName=470
Maple Terroir Maple Syrup Dark Chocolate Roasted Almonds,"MapleTerroirisoneofthemostrecognizedmaplebrandsinCanada.Addingtotheirfinecollectionofhigh-qualitymaplerelatedproducts,thisuniquedouble-roasted,non-GMOalmondsdippedinpuremaplesyrupanddarkchocolate,thencoatedwith70%cocoa.Thisremarkableblendoffersarichchocolatetaste,lightcrunchybite,withasubtlemapleflavour.Features:18individualbagsinagiftbox1.8kg(4lb.)total12-monthshelf-lifeinacoolplaceCanadiangrown,Canadianmade",69.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1266542-894&recipeName=470
Kaizen Naturals Chocolate Whey Protein Isolate 2-pack,"ThisitemmaycurrentlybeinstockatyourlocalCostcowarehouseforimmediatepurchaseatacashandcarryprice.KaizenNaturalswheyproteinisolatechocolatesupplies35gofproteinperservinginagreat-tastingshakethat’sperfectforanyonewhoneedsmoredailyprotein.Whetheryouareactivelyinvolvedinsportsorsimplywanttomaintaingoodhealth,ahighqualityproteinlikeKaizenNaturalswheyproteinisolatecanhelpyouachieveyourgoals.Thereisnosucralose,aspartame,oracesulfamepotassium.Theonlysweetenerusedisplant-basedstevia,anaturalalternativetotablesugarandunnaturalsugarsubstitutes.Features:2x2kg(70.5oz.)chocolatewheyproteinisolateGreat-tastingandmixeseasilyintoanyliquidFormulaisglutenfreeSweetenedwithsteviaNoaddedsugarEasy-to-digest,fast-absorbingproteinNoartificialsweetenersNoartificialflavoursorcoloursNohormones,pesticidesorGMOsGreattouseafterexerciseorasasnackbetweenmealsKaizenisproudlyCanadianownedandoperated",109.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1259695-894&recipeName=470
"Love Good Fats Coconut Chocolate Chip Snack Bars, 2-pack","Fatisback.Sugarisout.Newridiculouslydelicious,KETObars.Creamy,truffle-like,melt-in-your-mouthfillingsnacks.ThisisthecreamiestoftheSuzie’sGoodFatssnackbars.Onlymadewithclean,wholesomeingredients.Yourtastebudswillbeinoverdriveatthefirstbite.Andeversosatisfying–you’llfeelfullerlonger.Features:KetofriendlyGlutenfreeNonGMOSoyfreeResponsiblysourcedKosherNosugaralcoholLoadedwithgoodfats",49.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1293795-894&recipeName=470
"Love Good Fats Mint Chocolate Chip Snack Bars, 2-pack","Fatisback.Sugarisout.Newridiculouslydelicious,KETObars.Thesmelloffreshminthitsyoursensesasyousnapopenthewrapper–andacreamymelt-in-your-mouthfillingtruffle-likeexperienceofmintandchocolatechipsfollows.Onlymadewithclean,wholesomeingredients.Yourtastebudswillbeinoverdriveatthefirstbite.Andeversosatisfying–you’llfeelfullerlonger.Features:KetofriendlyGlutenfreeNonGMOSoyfreeResponsiblysourcedKosherNosugaralcoholLoadedwithgoodfats",49.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1293794-894&recipeName=470
"KIND Cherry Dark Chocolate, 12 × 40 g (1.4 oz)",KindbarDarkchocolatecherryAllnaturalGluten-freeGoodsourceoffiberNotransfat,19.69,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=2217605-894&recipeName=470
Galerie au Chocolat 34% Milk Chocolate Pastilles 10 kg,"GalerieauChocolathasbeenproducingpremiumchocolateinCanadausingBelgiancouverturessince1985.Overtheyears,theyhavedevelopedwiththeirsupplierstheirowncustomblendsofbeans.Theyarenowproudtoofferyouthreeoftheseextraordinaryblendsineasytomeltdrops.Eatthemrightoutofthebag,meltthemforfonduesorusetheminbaking.Features:Creamymilkchocolate34%cocoacontentTwo5kgbagsBelgianchocolatePeanutfree",119.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=301170-894&recipeName=470
"Zavida Single Serve Coffee Bavarian Chocolate, 96 Cups ","IntroducingZavidaCoffee'snewBavarianChocolateSingleServeCoffeeCups!Fromthefirstsustainablesiptothelastdelicatedrop,experienceafull-bodiedandrichtastewithahintofsweetnessandanice,cleanfinish.EnjoyyourfavouriteZavidaCoffeeonecupatatime.Greatforhomeandtheoffice.Features:ProudlyroastedinCanadasince1980100%RainforestAllianceCertifiedCarbonNeutralCertifiedKosherCertifiedCompatiblewithKeurig®2.0Zavida®hasnoaffiliationwithKeurig®orK-Cup®Specifications:4x24-countSingleServeCoffeeCups(Total96cups)10gramsoffreshlyroastedandgroundcoffeepercup",54.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1011829-894&recipeName=470
Galerie au Chocolat Organic Fair Trade Dark 72% Chocolate Drops,"GalerieauChocolathasbeenproducingpremiumchocolateinCanadausingBelgiancouverturessince1985.Overtheyears,theyhavedevelopedwiththeirsupplierstheirowncustomblendsofbeans.Theyarenowproudtoofferyouthreeoftheseextraordinaryblendsineasytomeltdrops.Eatthemrightoutofthebag,meltthemforfonduesorusetheminbaking.Features:Certifiedorganic&fairtrade72%CocoaMildbitterness&afreshfruitynoteMadewith100%organicNOPfairtradeingredients2x5kg(10.1lbs)bagsBelgianChocolatePeanutFreeManuals,Information&GuidesNutritonalFactsandValues",159.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1224904-894&recipeName=470
Galerie au Chocolat 72% Dark Chocolate Pastilles 10 kg,"GalerieauChocolathasbeenproducingpremiumchocolateinCanadausingBelgiancouverturessince1985.Overtheyears,theyhavedevelopedwiththeirsupplierstheirowncustomblendsofbeans.Theyarenowproudtoofferyouthreeoftheseextraordinaryblendsineasytomeltdrops.Eatthemrightoutofthebag,meltthemforfonduesorusetheminbaking.Features:Intense,alittlemorebitter72%cocoacontentTwo5kgbagsBelgianchocolatePeanutfree",124.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=301171-894&recipeName=470
Galerie au Chocolat 60% Dark Chocolate Pastilles 10kg,"GalerieauChocolathasbeenproducingpremiumchocolateinCanadausingBelgiancouverturessince1985.Overtheyears,theyhavedevelopedwiththeirsupplierstheirowncustomblendsofbeans.Theyarenowproudtoofferyouthreeoftheseextraordinaryblendsineasytomeltdrops.Eatthemrightoutofthebag,meltthemforfonduesorusetheminbaking.Features:Standardsemi-sweetdarkchocolate60%cocoacontentTwo5kgbagsBelgianchocolatePeanutfree",114.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=301133-894&recipeName=470
Galerie au Chocolat White Chocolate Drops 29% Cacao,"GalerieauChocolathasbeenproducingpremiumchocolateinCanadausingBelgiancouverturessince1985.Overtheyears,theyhavedevelopedwiththeirsupplierstheirowncustomblendsofbeans.Theyarenowproudtoofferyouthreeoftheseextraordinaryblendsineasytomeltdrops.Eatthemrightoutofthebag,meltthemforfonduesorusetheminbaking.Features:Wellbalancedwithavanillaflavorandanoteofcookedmilk29%Cocoa2x5kg(10.1lbs)bagsBelgianChocolatePeanutFreeManuals,Information&GuidesNutritonalFactsandValues",129.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1224908-894&recipeName=470
"Zavida Single Serve Coffee Raspberry Chocolate, 96 Cups","IntroducingZavida’sraspberrychocolatesingleservecoffeecups.Acombinationofdecadentchocolate,freshraspberryflavour,blendedwithZavida’spremiumdarkroastcoffee.EnjoyyourfavouriteZavidacoffee1cupatatime.Greatforhomeandtheoffice.Features:ProudlyroastedinCanadasince1980100%RainforestAlliancecertifiedCarbonneutralcertifiedKoshercertifiedKeurig®2.0compatibleZavida®hasnoaffiliationwithKeurig®orK-Cup®Specifications:4x24-countsingleservecoffeecups(total96cups)10gramsoffreshlyroastedandgroundcoffeepercup",54.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1229076-894&recipeName=470
"Kirkland Signature Chocolate Chips, Semi-Sweet, 2 kg (4.4 lb), 2-pack",ThisitemmaycurrentlybeinstockatyourlocalCostcowarehouseforimmediatepurchaseatacashandcarryprice.Semi-sweetchocolatechips51%cocoaRealVanillaMadewithcanesugarMadewithsustainablysourcedcocoaGMO-free2x2kg(4.4lb),29.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=2847473-894&recipeName=470
Smart for Life - 20-day Irresistible Winner Chocolate Chip Cookies Kit,"ThesecookiesarenamedWinnerbecauseofallofthetasteteststhattheyhavewon.Youwon'tbelievehowgreattheytastefreshoutofthebox.Thesecookiescanalsoberefrigeratedforanenhancedcrispchocolatetastebutrefrigerationisoptionalaccordingtoyourtastes.SmartforLife™isacomprehensiveapproachtofeelingfulfilledthroughouttheday.Theseproductsadddeliciousvarietytotheprogramandaremadewithallnatural,60%organicingredients,whicharescientificallyformulated,tobeaperfectbalanceoffiber,proteinandcarbohydratesthatcouldhelpnaturallysuppresstheappetite.ThePackageIncludes:10boxesofWinnerChocolateChipCookies(12cookiepacksperbox)Unlimitedphonesupport,1-877-601-7277Manuals,Information&GuidesIngredientsList",154.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=315905-894&recipeName=470
Kirkland Signature Soft & Chewy Chocolate Chip Chewy Granola Bar - 2-pack,"ThisitemmaycurrentlybeinstockatyourlocalCostcowarehouseforimmediatepurchaseatacashandcarryprice.GoaheadandtreatyourselftotheseKirklandSignatureSoft&ChewyGranolaBars.Theyaremadewiththefinestingredientsanddonotcontainanyartificialflavorsorcolors.Wholegrainoatsaregentlyblendedwithsemisweetchocolatechips,ricecrisps,sugar,honeyandunsweetenedcoconut.Theendresultisamouth-watering,softandchewytexturesuretobeenjoyedbythewholefamily.Features:128x24g(0.8oz.)bars100caloriesperbar",20.79,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1198679-894&recipeName=470
Bestar Uptown II Chocolate Height Adjustable Table (24 in. x 48 in.),"Equipyourofficewiththelatesttechnologywhichwillallowyoutositorstandwhileworking,allowingavarietyofposturesduringtheday.Healthisallaboutmovement,andtheUptownworkstationallowsyoutoquicklyandquietlyadjustthereturnfrom71.4cmto114.2cm(28.1in.to45in.).Thedigitaldisplaymemoryswitch,locatedonthefrontedgeofthereturn,has4memorypositionsandshowstheheightofthetableandthestationaryshelfundertheheightadjustabletableprovidesconvenientstorage.Getmovingwiththeheightadjustabletable,Bestar’ssolutionfortoday’smodernoffice.Features:Colour:ChocolateCommercialgradeworksurfaceswithmelaminefinishthatresistscratches,stainsandburnsFreestandingheightadjustabletablefrom71.4cmto114.2cm(28.1in.to45in.)highElectricmechanism;110VvoltageDigitaldisplaymemoryswitchwith4memorypositionsStationeryshelfof19.98cmx102.23cmx23.79cm(7.87in.x40.25in.x9.37in.)Assemblyrequired.MadeinCanadaSpecifications:Dimensions(LxWxH):59.6cmx120cmx71.4cmto114.2cm(23.5in.x47.2in.x28.1in.to45in.)Weight:54.8kg(121lb.)Model:65859-69",569.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1117462-894&recipeName=470
NAGI Raw Organic Energy Bars - Chocolate Quinoa Coconut - Gluten-Free and Vegan 12-pack,"Uniqueanddeliciousorganicenergybarlinecreatedbyahealthandfitnessexperttokeepyounourishedandenergized.NAGIisallaboutfuelingyourbodywithwholesomegoodness,thingsthatyourbodylovesandyoulovetoo!Youwilllovethesebars,andhere'swhy;healthy,nutrient-densesuperfoodingredients;vegan,organic,non-GMO,gluten/soy/dairyfree.Containsunder200calories,8gfibreand12gprotein.Features:Chocolatequinoacoconutflavour12barsof53g(1.9oz.)eachUnder200caloriesHighinprotein(12g)andfibre(8g)LowinnaturalsugarsDeliciousNutrientdenseRawSuperfoodVegan–plantbased100%organicGMOfreeGlutenfreeSoyfreeDairyfree7monthshelflifefromdateofmanufactureFormaximumshelflifestoreinacoolanddryplaceToextendbeyondbestbydatecanrefrigerateorfreezeMaycontaintracesofpeanuts,treenutsand/orsesameMaycontainapricots/prunesand/orfragmentsoffruitpitsand/orseedshells.",39.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=9216001-894&recipeName=470
Bestar Uptown II Chocolate Height Adjustable Table (30 in. x 60 in.),"Equipyourofficewiththelatesttechnologywhichwillallowyoutositorstandwhileworking,allowingavarietyofposturesduringtheday.Healthisallaboutmovement,andtheUptownworkstationallowsyoutoquicklyandquietlyadjustthereturnfrom71.4cmto114.2cm(28.1in.to45in.).Thedigitaldisplaymemoryswitch,locatedonthefrontedgeofthereturn,has4memorypositionsandshowstheheightofthetableandthestationaryshelfundertheheightadjustabletableprovidesconvenientstorage.Getmovingwiththeheightadjustabletable,Bestar’ssolutionfortoday’smodernoffice.Features:Colour:ChocolateCommercialgradeworksurfaceswithmelaminefinishthatresistscratches,stainsandburnsFreestandingheightadjustabletablefrom71.4cmto114.2cm(28.1in.to45in.)highElectricmechanism;110VvoltageDigitaldisplaymemoryswitchwith4memorypositionsStationeryshelfof19.98cmx132.71cmx23.79cm(7.87in.x52.25in.x9.37in.)Assemblyrequired.MadeinCanadaSpecifications:Dimensions(LxWxH):75cmx150.6cmx71.4cmto114.2cm(29.5in.x59.3in.x28.1in.to45in.)Weight:63.95kg(141lb.)Model:65869-69",649.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1117458-894&recipeName=470
PGX® SATISFAST™ - PGX® & Whey Protein Rich Chocolate - 432 g - 2-pack,"Feelfulllonger,controlappetiteandhelpbloodsugarbalancewithwebbernaturalsSatisfast™,acombinationofPGX(PolyGlycopleX®)andWheyProtein.PGX(PolyGlycopleX®)isanovelcomplexofwater-solublepolysaccharides(plantfibres)thateffectivelybalancesbloodsugarlevels,reducesappetite,andhelpsweightloss.DailyuseofPGX®alonehasimprovedbloodsugarbalanceandresultedinsteadyweightloss.Proteinthroughoutthedayhelpscontrolhunger,decreasingtotalcalorieintake.Newresearchshowsthatwheyproteinonitsowncanalterbodycompositionandhelpweightlossbetterthanotherproteins.Satisfast™PGX&WheyProteindrinkmixbywebbernaturalscontainswheyproteinthatishighinbranched-chainaminoacidsandproteinmicrofractions.Satisfastcanbetaken30-60minutesbeforemealssothathungerisreducedandsmallermealportionsareeaten.Benefitfromnewresearchwithdelicious,easy-to-takeSatisfast™.Atonly60to70caloriesperserving,itwillkeepyoufeelingfullforhours,increaseyourproteinconsumption,balancebloodsugarlevelsandsupporthealthyweightloss.Featuresandbenefits:Pre-mealdrinkmixthatcontainsclinicallystudiedPGXwithwheyproteinpowder10gofwheyproteinand2.5gofPGX®perservingLowcalorie,only60caloriesperservingFeelfullforhoursPromotehealthybloodsugarlevelsHelpslowertheglycemicindexReduceelevatedtotalandLDLcholesterollevelsContainsdigestiveenzymes24servingspercontainerContainsnoartificialcolours,preservativesorsweetenersContainsnoyeastNPN80045631RichChocolateflavourWeight:2x432gDosage(Adults):Add1scoop(18g)andmixinto150mLofwaterandshakeorblenduntilsmoothDrinkanadditionalglassofwater(250–500mL)aftertakingPGX®Beginwith1scoopandgraduallyincreaseoverseveraldaysastoleratedTakeupto1scoop3timesdailywithorwithoutfoodorasdirectedbyaphysicianConsultaphysicianforprolongeduseServings:24servingsCautionsandWarnings:AsmallpercentageofpeoplemayinitiallyexperienceminordigestivechangeswhentakingPGX®SlowlyworkuptothefulldosetogiveyourbodytimetoadjustItisimportanttodrinkadequateamountsofwater(250–500mL)aftertakingPGX®Ifyouaretakingmedication,takeitonehourpriorto,ortwohoursaftertakingPGX®Consultaphysicianpriortouseifyouarefollowingalowproteindiet,ifyouhavegastrointestinallesions/ulcers,liverorkidneydisease,aretakinganticoagulantagents/bloodthinner,anti-inflammatoryagentsorantibiotics,orifyouarediabeticoroncholesterolloweringmedications,beforehavingsurgeryorifyourgoalistoachieveweightlossorifyouhaveallergytolatexorfruits(suchasavocado,banana,chestnut,passionfruit,fig,melon,mango,kiwi,pineapple,peach,andtomato)Consultaphysicianifyouareunder18yearsofage,orhaveanyhealthconcerns.DonotuseifyouarepregnantorbreastfeedingorifyouhaveamilkallergyHypersensitivity/allergy,nausea,vomiting,anddiarrheahavebeenknowntooccur,inwhichcasediscontinueuseandconsultaphysicianMaycausemildgastrointestinaldisturbancessuchastemporarygas,bloating,constipationandabdominalpainStorage:Keepoutofreachofchildren",57.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=430440-894&recipeName=470
Kilo Solution Lean Snacks Quinoa bars – Apricot- Pineapple and Chocolate- Cranberries 48-pack,"IsabelleHuot,Ph.Dinnutrition,presentsyouthenewestKiloSolutionLeanSnacks:asuperiorquality,arevampedflavorandrigorousnutritionalcriteria!KiloSolutionLeanSnacksarecaloriecontrolled,alsoaperfectbalanceofproteinsandcarbohydratesforlong-termenergy,nopreservatives,andnoGMOs.Leansnacksslipeasilyintoasportbagorahandbagfortheafternoonsnackorafterasportsession.*EverysnackismadeinCanadafromdomesticandimportedingredientsPackofour2kindofquinoabars:quinoa,abricotandpineapplebarsandquinoa,chocolateandcranberriesbars.Features:Portion32gProtein6-7gCalories140HighsourceoffiberOnly5-20mgofsodium2boxesof24quinoabarsManuals,Information&GuidesNutritionalFactsandValues",49.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1204631-894&recipeName=470
Maxwell Wingback Headboard,"SpruceupthelookofyourbedroomwiththewarmandcomfortableMaxwellwingbackadjustableheadboard.TheMaxwellhasawingbackdesignandtuftingforalookthatmakesthispiecestandoutamongstitscompetitors.Includingheight-adjustablelegs,theMaxwellcanattachtoalmostanyking,queenordoublemetalframebed.AddsophisticatedtastetoyourbedroomdesignwiththeMaxwellandyou’llwonderhowyoueversleptwithoutit.Availablesizes:kingandqueen/doubleAvailablecolours:brown,beigeandgreyFeatures:Colours:ChocolatebrownandbeigeUpholsteredinpolyesterandviscoseblendwithbuttontuftsAdjustableironlegsAbletofitmostking,queenanddoublemetalbedframesAssemblyrequired;toolsandinstructionsincludedSpecifications:Dimensions(LxWxH):King:210.1cmx17cmx135.6cm(82.7in.x6.7in.x53.4in.)Weight:21.3kg(47lb.)Queen/Double:159cmx17cmx135.6cm(62.2in.x6.7in.x53.4in.)Weight:17.7kg(39lb.)",Mjk5Ljk5,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=100150297-894&recipeName=470
Bestar - Boutique White Armoire,"OrganizeyourspacewiththeBoutiquefreestandingwardrobe.Thefulllengthframeddoorsopentostoragesolutionsthatwillcutclutterandstress.Thepulloutshoeracksholdshoesofdifferentheightsallowingyoutoseeyourentirecollectionataglance.Theadjustableshelvesanddrawerscanbeconfiguredinmanyways,soyoucantailorthisstoragewardrobetofulfilyourneeds.Twopolesareprovidedtohangbulkieritemsandthe5hooksontheinsideofeachdoororganizeties,scarvesandbelts.TheBoutiquearmoirematchesotheritemsintheBoutiquecollection.OpenanewdoorandorganizeyourspacewiththeBoutiquearmoire.Features:Whitefinish2shakerdoors4adjustableshelves2adjustabledrawersShelvesanddrawerscanbeinstalledoneithertheleftorrightside2polestohangclothes10hookstohangties,beltsorotheraccessoriesMetalshoerackforeasyaccesstoallshoesBallbearingslidesforsmoothandsilentoperationStainlesssteelpullsReadytoassemble;assemblyrequiredIndustrialgradehighdensityM2particleboardcore,CARB2compliant,withcommercialgradelaminatefinishWoodcomponentsmadeinCanada,metalpartsmadeinChinaSpecifications:Dimensions(LxWxH):123.8cmx52.6cmx212.5cm(48.7in.x20.7in.x83.7in.)Weight:152.4kg(336lb.)Accessoriesareforillustrationpurposesonlyandarenotincluded.Warranty:Limited,10yearsModel:26861",769.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1022137-894&recipeName=470
Bestar - Boutique Brown Armoire,"OrganizeyourspacewiththeBoutiquefreestandingwardrobe.Thefulllengthframeddoorsopentostoragesolutionsthatwillcutclutterandstress.Thepulloutshoeracksholdshoesofdifferentheightsallowingyoutoseeyourentirecollectionataglance.Theadjustableshelvesanddrawerscanbeconfiguredinmanyways,soyoucantailorthisstoragewardrobetofulfilyourneeds.Twopolesareprovidedtohangbulkieritemsandthe5hooksontheinsideofeachdoororganizeties,scarvesandbelts.TheBoutiquearmoirematchesotheritemsintheBoutiquecollection.OpenanewdoorandorganizeyourspacewiththeBoutiquearmoire.Features:Chocolatebrownfinish2shakerdoors4adjustableshelves2adjustabledrawersShelvesanddrawerscanbeinstalledoneithertheleftorrightside2polestohangclothes10hookstohangties,beltsorotheraccessoriesMetalshoerackforeasyaccesstoallshoesBallbearingslidesforsmoothandsilentoperationStainlesssteelpullsReadytoassemble;assemblyrequiredIndustrialgradehighdensityM2particleboardcore,CARB2compliant,withcommercialgradelaminatefinishWoodcomponentsmadeinCanada,metalpartsmadeinChinaSpecifications:Dimensions(LxWxH):123.8cmx52.6cmx212.5cm(48.7in.x20.7in.x83.7in.)Weight:152.4kg(336lb.)Accessoriesareforillustrationpurposesonlyandarenotincluded.Warranty:Limited,10yearsModel:26861",769.99,https://images.costco-static.com/ImageDelivery/imageService?profileId=12026539&itemId=1022136-894&recipeName=470
